session_id,project_id,quest_name,quest_id,user_id,user_sex,user_status,user_age,q_name,q_id,order,dv,starttime,endtime
60495,520,BMIS,2920,31625,female,student,22.1,neg_tired,92833796,6,4,2021-01-19 18:25:53,2021-01-19 18:26:21
60495,520,BMIS,2920,31625,female,student,22.1,pos_peppy,92833803,7,1,2021-01-19 18:25:53,2021-01-19 18:26:21
60495,520,BMIS,2920,31625,female,student,22.1,pos_loving,92833806,8,4,2021-01-19 18:25:53,2021-01-19 18:26:21
60495,520,BMIS,2920,31625,female,student,22.1,pos_calm,92833805,9,2,2021-01-19 18:25:53,2021-01-19 18:26:21
60495,520,BMIS,2920,31625,female,student,22.1,neg_sad,92833795,10,3,2021-01-19 18:25:53,2021-01-19 18:26:21
60495,520,BMIS,2920,31625,female,student,22.1,neg_fedup,92833807,11,3,2021-01-19 18:25:53,2021-01-19 18:26:21
60495,520,BMIS,2920,31625,female,student,22.1,neg_nervous,92833804,12,1,2021-01-19 18:25:53,2021-01-19 18:26:21
60495,520,BMIS,2920,31625,female,student,22.1,neg_jittery,92833800,13,1,2021-01-19 18:25:53,2021-01-19 18:26:21
60495,520,BMIS,2920,31625,female,student,22.1,pos_happy,92833794,14,2,2021-01-19 18:25:53,2021-01-19 18:26:21
60495,520,BMIS,2920,31625,female,student,22.1,pos_active,92833808,15,1,2021-01-19 18:25:53,2021-01-19 18:26:21
60495,520,BMIS,2920,31625,female,student,22.1,pos_lively,92833793,16,1,2021-01-19 18:25:53,2021-01-19 18:26:21
60495,520,Groups,2921,31625,female,student,22.1,hats,92833814,1,3,2021-01-19 18:26:43,2021-01-19 18:26:56
60495,520,Groups,2921,31625,female,student,22.1,colour,92833813,2,Green,2021-01-19 18:26:43,2021-01-19 18:26:56
60495,520,Groups,2921,31625,female,student,22.1,pets,92833811,3,Yes,2021-01-19 18:26:43,2021-01-19 18:26:56
60495,520,Groups,2921,31625,female,student,22.1,exercise,92833812,4,today,2021-01-19 18:26:43,2021-01-19 18:26:56
60495,520,Groups,2921,31625,female,student,22.1,fiber_arts,92833810,5,1,2021-01-19 18:26:43,2021-01-19 18:26:56
60495,520,Groups,2921,31625,female,student,22.1,native_english,92833809,6,1,2021-01-19 18:26:43,2021-01-19 18:26:56
60495,520,Groups,2921,31625,female,student,22.1,spiders,92833815,7,5,2021-01-19 18:26:43,2021-01-19 18:26:56
60509,520,BMIS,2920,53422,female,guest,61.0,neg_jittery,92833800,1,3,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,pos_loving,92833806,2,3,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,neg_tired,92833796,3,4,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,pos_caring,92833797,4,3,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,neg_sad,92833795,5,2,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,neg_grouchy,92833802,6,2,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,pos_lively,92833793,7,3,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,pos_calm,92833805,8,2,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,pos_content,92833798,9,2,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,neg_drowsy,92833801,10,3,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,pos_active,92833808,11,3,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,neg_nervous,92833804,12,4,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,neg_fedup,92833807,13,4,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,pos_peppy,92833803,14,3,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,neg_gloomy,92833799,15,1,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,BMIS,2920,53422,female,guest,61.0,pos_happy,92833794,16,3,2021-01-19 18:37:40,2021-01-19 18:38:22
60509,520,Groups,2921,53422,female,guest,61.0,hats,92833814,1,5,2021-01-19 18:38:22,2021-01-19 18:38:55
60509,520,Groups,2921,53422,female,guest,61.0,spiders,92833815,2,2,2021-01-19 18:38:22,2021-01-19 18:38:55
60509,520,Groups,2921,53422,female,guest,61.0,exercise,92833812,3,more,2021-01-19 18:38:22,2021-01-19 18:38:55
60509,520,Groups,2921,53422,female,guest,61.0,native_english,92833809,4,1,2021-01-19 18:38:22,2021-01-19 18:38:55
60509,520,Groups,2921,53422,female,guest,61.0,colour,92833813,5,black,2021-01-19 18:38:22,2021-01-19 18:38:55
60509,520,Groups,2921,53422,female,guest,61.0,pets,92833811,6,Yes,2021-01-19 18:38:22,2021-01-19 18:38:55
60509,520,Groups,2921,53422,female,guest,61.0,fiber_arts,92833810,7,0,2021-01-19 18:38:22,2021-01-19 18:38:55
60550,520,BMIS,2920,53458,,guest,0.0,pos_caring,92833797,1,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,neg_grouchy,92833802,2,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,pos_peppy,92833803,3,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,pos_lively,92833793,4,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,pos_calm,92833805,5,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,neg_jittery,92833800,6,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,pos_active,92833808,7,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,pos_loving,92833806,8,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,pos_happy,92833794,9,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,neg_fedup,92833807,10,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,neg_nervous,92833804,11,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,neg_sad,92833795,12,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,neg_gloomy,92833799,13,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,pos_content,92833798,14,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,neg_drowsy,92833801,15,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,BMIS,2920,53458,,guest,0.0,neg_tired,92833796,16,2,2021-01-19 21:27:00,2021-01-19 21:27:10
60550,520,Groups,2921,53458,,guest,0.0,exercise,92833812,1,today,2021-01-19 21:27:20,2021-01-19 21:27:40
60550,520,Groups,2921,53458,,guest,0.0,hats,92833814,2,12,2021-01-19 21:27:20,2021-01-19 21:27:40
60550,520,Groups,2921,53458,,guest,0.0,colour,92833813,3,purplE,2021-01-19 21:27:20,2021-01-19 21:27:40
60550,520,Groups,2921,53458,,guest,0.0,pets,92833811,4,No,2021-01-19 21:27:20,2021-01-19 21:27:40
60550,520,Groups,2921,53458,,guest,0.0,spiders,92833815,5,3,2021-01-19 21:27:20,2021-01-19 21:27:40
60550,520,Groups,2921,53458,,guest,0.0,native_english,92833809,6,1,2021-01-19 21:27:20,2021-01-19 21:27:40
60550,520,Groups,2921,53458,,guest,0.0,fiber_arts,92833810,7,1,2021-01-19 21:27:20,2021-01-19 21:27:40
60552,520,Groups,2921,53460,,guest,0.0,exercise,92833812,1,today,2021-01-19 21:27:55,2021-01-19 21:28:34
60552,520,Groups,2921,53460,,guest,0.0,spiders,92833815,2,2,2021-01-19 21:27:55,2021-01-19 21:28:34
60552,520,Groups,2921,53460,,guest,0.0,fiber_arts,92833810,3,0,2021-01-19 21:27:55,2021-01-19 21:28:34
60552,520,Groups,2921,53460,,guest,0.0,hats,92833814,4,3,2021-01-19 21:27:55,2021-01-19 21:28:34
60552,520,Groups,2921,53460,,guest,0.0,colour,92833813,5,green,2021-01-19 21:27:55,2021-01-19 21:28:34
60552,520,Groups,2921,53460,,guest,0.0,pets,92833811,6,No,2021-01-19 21:27:55,2021-01-19 21:28:34
60552,520,Groups,2921,53460,,guest,0.0,native_english,92833809,7,0,2021-01-19 21:27:55,2021-01-19 21:28:34
60552,520,BMIS,2920,53460,,guest,0.0,neg_tired,92833796,1,3,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,neg_sad,92833795,2,2,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,pos_lively,92833793,3,3,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,pos_peppy,92833803,4,2,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,pos_content,92833798,5,3,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,neg_grouchy,92833802,6,2,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,neg_nervous,92833804,7,2,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,pos_active,92833808,8,2,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,neg_fedup,92833807,9,1,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,neg_jittery,92833800,10,2,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,pos_loving,92833806,11,3,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,neg_gloomy,92833799,12,2,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,neg_drowsy,92833801,13,2,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,pos_caring,92833797,14,2,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,pos_calm,92833805,15,3,2021-01-19 21:29:15,2021-01-19 21:30:07
60552,520,BMIS,2920,53460,,guest,0.0,pos_happy,92833794,16,3,2021-01-19 21:29:15,2021-01-19 21:30:07
60553,520,BMIS,2920,53461,,guest,0.0,pos_caring,92833797,1,3,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,pos_peppy,92833803,2,2,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,neg_jittery,92833800,3,2,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,pos_loving,92833806,4,3,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,pos_happy,92833794,5,3,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,neg_sad,92833795,6,2,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,neg_grouchy,92833802,7,2,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,pos_calm,92833805,8,4,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,pos_lively,92833793,9,2,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,neg_nervous,92833804,10,2,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,neg_drowsy,92833801,11,2,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,pos_active,92833808,12,2,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,neg_fedup,92833807,13,2,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,pos_content,92833798,14,3,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,neg_tired,92833796,15,3,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,BMIS,2920,53461,,guest,0.0,neg_gloomy,92833799,16,2,2021-01-19 21:33:20,2021-01-19 21:34:12
60553,520,Groups,2921,53461,,guest,0.0,pets,92833811,1,Yes,2021-01-19 21:34:13,2021-01-19 21:34:53
60553,520,Groups,2921,53461,,guest,0.0,native_english,92833809,2,1,2021-01-19 21:34:13,2021-01-19 21:34:53
60553,520,Groups,2921,53461,,guest,0.0,colour,92833813,3,Blue,2021-01-19 21:34:13,2021-01-19 21:34:53
60553,520,Groups,2921,53461,,guest,0.0,spiders,92833815,4,2,2021-01-19 21:34:13,2021-01-19 21:34:53
60553,520,Groups,2921,53461,,guest,0.0,hats,92833814,5,5,2021-01-19 21:34:13,2021-01-19 21:34:53
60553,520,Groups,2921,53461,,guest,0.0,fiber_arts,92833810,6,0,2021-01-19 21:34:13,2021-01-19 21:34:53
60553,520,Groups,2921,53461,,guest,0.0,exercise,92833812,7,today,2021-01-19 21:34:13,2021-01-19 21:34:53
60554,520,Groups,2921,53462,,guest,0.0,fiber_arts,92833810,1,0,2021-01-19 21:41:31,2021-01-19 21:41:59
60554,520,Groups,2921,53462,,guest,0.0,spiders,92833815,2,2,2021-01-19 21:41:31,2021-01-19 21:41:59
60554,520,Groups,2921,53462,,guest,0.0,colour,92833813,3,Black,2021-01-19 21:41:31,2021-01-19 21:41:59
60554,520,Groups,2921,53462,,guest,0.0,pets,92833811,4,No,2021-01-19 21:41:31,2021-01-19 21:41:59
60554,520,Groups,2921,53462,,guest,0.0,exercise,92833812,5,today,2021-01-19 21:41:31,2021-01-19 21:41:59
60554,520,Groups,2921,53462,,guest,0.0,hats,92833814,6,12,2021-01-19 21:41:31,2021-01-19 21:41:59
60554,520,Groups,2921,53462,,guest,0.0,native_english,92833809,7,1,2021-01-19 21:41:31,2021-01-19 21:41:59
60554,520,BMIS,2920,53462,,guest,0.0,pos_lively,92833793,1,2,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,neg_fedup,92833807,2,4,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,neg_sad,92833795,3,3,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,pos_caring,92833797,4,4,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,pos_happy,92833794,5,2,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,neg_jittery,92833800,6,4,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,pos_content,92833798,7,2,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,pos_calm,92833805,8,2,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,pos_active,92833808,9,2,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,neg_drowsy,92833801,10,3,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,neg_tired,92833796,11,4,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,neg_gloomy,92833799,12,2,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,neg_nervous,92833804,13,3,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,pos_loving,92833806,14,4,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,pos_peppy,92833803,15,1,2021-01-19 21:42:00,2021-01-19 21:50:23
60554,520,BMIS,2920,53462,,guest,0.0,neg_grouchy,92833802,16,4,2021-01-19 21:42:00,2021-01-19 21:50:23
60555,520,BMIS,2920,53463,,guest,0.0,neg_drowsy,92833801,1,2,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,pos_peppy,92833803,2,1,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,pos_loving,92833806,3,3,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,neg_sad,92833795,4,1,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,pos_happy,92833794,5,2,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,neg_tired,92833796,6,3,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,neg_nervous,92833804,7,1,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,pos_active,92833808,8,1,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,pos_lively,92833793,9,1,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,neg_grouchy,92833802,10,1,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,pos_calm,92833805,11,3,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,neg_gloomy,92833799,12,1,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,neg_fedup,92833807,13,3,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,pos_content,92833798,14,4,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,neg_jittery,92833800,15,1,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,BMIS,2920,53463,,guest,0.0,pos_caring,92833797,16,3,2021-01-19 21:38:38,2021-01-19 21:39:28
60555,520,Groups,2921,53463,,guest,0.0,pets,92833811,1,No,2021-01-19 21:39:28,2021-01-19 21:39:50
60555,520,Groups,2921,53463,,guest,0.0,native_english,92833809,2,1,2021-01-19 21:39:28,2021-01-19 21:39:50
60555,520,Groups,2921,53463,,guest,0.0,hats,92833814,3,4,2021-01-19 21:39:28,2021-01-19 21:39:50
60555,520,Groups,2921,53463,,guest,0.0,fiber_arts,92833810,4,0,2021-01-19 21:39:28,2021-01-19 21:39:50
60555,520,Groups,2921,53463,,guest,0.0,spiders,92833815,5,5,2021-01-19 21:39:28,2021-01-19 21:39:50
60555,520,Groups,2921,53463,,guest,0.0,colour,92833813,6,Orange,2021-01-19 21:39:28,2021-01-19 21:39:50
60555,520,Groups,2921,53463,,guest,0.0,exercise,92833812,7,today,2021-01-19 21:39:28,2021-01-19 21:39:50
60556,520,Groups,2921,53464,,guest,0.0,pets,92833811,1,Yes,2021-01-19 21:40:09,2021-01-19 21:40:36
60556,520,Groups,2921,53464,,guest,0.0,colour,92833813,2,Green,2021-01-19 21:40:09,2021-01-19 21:40:36
60556,520,Groups,2921,53464,,guest,0.0,exercise,92833812,3,today,2021-01-19 21:40:09,2021-01-19 21:40:36
60556,520,Groups,2921,53464,,guest,0.0,native_english,92833809,4,1,2021-01-19 21:40:09,2021-01-19 21:40:36
60556,520,Groups,2921,53464,,guest,0.0,spiders,92833815,5,1,2021-01-19 21:40:09,2021-01-19 21:40:36
60556,520,Groups,2921,53464,,guest,0.0,fiber_arts,92833810,6,1,2021-01-19 21:40:09,2021-01-19 21:40:36
60556,520,Groups,2921,53464,,guest,0.0,hats,92833814,7,2,2021-01-19 21:40:09,2021-01-19 21:40:36
60556,520,BMIS,2920,53464,,guest,0.0,pos_caring,92833797,1,1,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,pos_active,92833808,2,1,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,pos_peppy,92833803,3,1,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,pos_loving,92833806,4,1,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,neg_gloomy,92833799,5,4,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,neg_grouchy,92833802,6,4,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,pos_lively,92833793,7,1,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,neg_sad,92833795,8,1,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,pos_calm,92833805,9,4,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,neg_jittery,92833800,10,4,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,neg_nervous,92833804,11,1,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,neg_tired,92833796,12,4,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,pos_content,92833798,13,1,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,pos_happy,92833794,14,4,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,neg_fedup,92833807,15,4,2021-01-19 21:41:06,2021-01-19 21:41:39
60556,520,BMIS,2920,53464,,guest,0.0,neg_drowsy,92833801,16,1,2021-01-19 21:41:06,2021-01-19 21:41:39
60565,520,BMIS,2920,53473,,guest,0.0,neg_fedup,92833807,1,2,2021-01-19 21:43:56,2021-01-19 21:45:45
60565,520,BMIS,2920,53473,,guest,0.0,neg_jittery,92833800,2,1,2021-01-19 21:43:56,2021-01-19 21:45:45
60565,520,BMIS,2920,53473,,guest,0.0,neg_grouchy,92833802,3,2,2021-01-19 21:43:56,2021-01-19 21:45:45
60565,520,BMIS,2920,53473,,guest,0.0,neg_tired,92833796,4,3,2021-01-19 21:43:56,2021-01-19 21:45:45
60565,520,BMIS,2920,53473,,guest,0.0,pos_loving,92833806,5,2,2021-01-19 21:43:56,2021-01-19 21:45:45
60565,520,BMIS,2920,53473,,guest,0.0,neg_sad,92833795,6,2,2021-01-19 21:43:56,2021-01-19 21:45:45
60565,520,BMIS,2920,53473,,guest,0.0,pos_active,92833808,7,3,2021-01-19 21:43:56,2021-01-19 21:45:45
60565,520,BMIS,2920,53473,,guest,0.0,neg_nervous,92833804,8,1,2021-01-19 21:43:56,2021-01-19 21:45:45
60565,520,BMIS,2920,53473,,guest,0.0,neg_gloomy,92833799,9,1,2021-01-19 21:43:56,2021-01-19 21:45:45
60565,520,BMIS,2920,53473,,guest,0.0,pos_peppy,92833803,10,2,2021-01-19 21:43:56,2021-01-19 21:45:45
60565,520,BMIS,2920,53473,,guest,0.0,pos_caring,92833797,11,3,2021-01-19 21:43:56,2021-01-19 21:45:45
